chebi_id,name,n_reactions,share_of_reactions,smiles
CHEBI:74669," 1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine",31,0.001670,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC
CHEBI:30212, hnu,30,0.001617,
CHEBI:57416, D-alanine,30,0.001617,C[C@@H]([NH3+])C(=O)[O-]
CHEBI:57683,,30,0.001617,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CCC(C)CCOP(=O)([O-])[O-]
CHEBI:57762, L-valine,30,0.001617,CC(C)[C@H]([NH3+])C(=O)[O-]
CHEBI:59905, dopamine,30,0.001617,[NH3+]CCc1ccc(O)c(O)c1
CHEBI:64381, a 1-acyl-sn-glycero-3-phosphoethanolamine,30,0.001617,[1*]C(=O)OC[C@@H](O)COP(=O)([O-])OCC[NH3+]
CHEBI:83228,,30,0.001617,*N[C@@H](*)C(*)=O
CHEBI:16389,,29,0.001563,[H]C/C(C)=C/CC1=C(C)C(=O)C(OC)=C(OC)C1=O
CHEBI:17336, all-trans-retinol,29,0.001563,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1
CHEBI:17478, an aldehyde,29,0.001563,*C=O
CHEBI:17976,,29,0.001563,COc1c(O)c(C)c(CC=C(C)C)c(O)c1OC
CHEBI:28610, 1-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine,29,0.001563,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])OCC[N+](C)(C)C
CHEBI:29965,,29,0.001563,*N[C@@H](CCCNC(N)=[NH2+])C(*)=O
CHEBI:36241," 3,4-dihydroxybenzoate",29,0.001563,O=C([O-])c1ccc(O)c(O)c1
CHEBI:57369, benzoyl-CoA,29,0.001563,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)c1ccccc1
CHEBI:58045, L-isoleucine,29,0.001563,CC[C@H](C)[C@H]([NH3+])C(=O)[O-]
CHEBI:58048, L-asparagine,29,0.001563,NC(=O)C[C@H]([NH3+])C(=O)[O-]
CHEBI:59338, methylamine,29,0.001563,C[NH3+]
CHEBI:61540, (9Z)-hexadecenoyl-CoA,29,0.001563,CCCCCC/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CHEBI:73990, 2-(9Z-octadecenoyl)-glycerol,29,0.001563,CCCCCCCC/C=C\CCCCCCCC(=O)OC(CO)CO
CHEBI:74544, 1-(9Z-octadecenoyl)-sn-glycero-3-phosphate,29,0.001563,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])[O-]
CHEBI:85035,,29,0.001563,C[Co+2]
CHEBI:15858, bromide,28,0.001509,[Br-]
CHEBI:29747, cholate,28,0.001509,C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C
CHEBI:326268, putrescine,28,0.001509,[NH3+]CCCC[NH3+]
CHEBI:49172," a 1,2-diacylglycerol",28,0.001509,[1*]C(=O)OCC(CO)OC([2*])=O
CHEBI:52333," 1,2-di-(9Z-octadecenoyl)-sn-glycerol",28,0.001509,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCCCC
CHEBI:58069, CDP,28,0.001509,Nc1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)n1
CHEBI:17992, sucrose,27,0.001455,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
CHEBI:30921, glutarate,27,0.001455,O=C([O-])CCCC(=O)[O-]
CHEBI:61548, D-glucose 6-phosphate,27,0.001455,O=P([O-])([O-])OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
CHEBI:16480, nitric oxide,26,0.001401,[N]=O
CHEBI:17632, nitrate,26,0.001401,O=[N+]([O-])[O-]
CHEBI:25646, octanoate,26,0.001401,CCCCCCCC(=O)[O-]
CHEBI:29805, glycolate,26,0.001401,O=C([O-])CO
CHEBI:33722,,26,0.001401,[SH]12[Fe]3[SH]4[Fe]1[SH]1[Fe+]2[SH]3[Fe+]41
CHEBI:73858, 1-octadecanoyl-sn-glycero-3-phosphocholine,26,0.001401,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])OCC[N+](C)(C)C
CHEBI:16199, urea,25,0.001347,NC(N)=O
CHEBI:17158, methylglyoxal,25,0.001347,CC(=O)C=O
CHEBI:17268, myo-inositol,25,0.001347,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O
CHEBI:17855, a triacylglycerol,25,0.001347,[1*]C(=O)OCC(COC([3*])=O)OC([2*])=O
CHEBI:18135, catechol,25,0.001347,Oc1ccccc1O
CHEBI:33723,,25,0.001347,[SH]12[Fe]3[SH]4[Fe]1[SH]1[Fe]2[SH]3[Fe+]41
CHEBI:35179, a 2-oxocarboxylate,25,0.001347,[1*]C(=O)C(=O)[O-]
CHEBI:506227, N-acetyl-D-glucosamine,25,0.001347,CC(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O
CHEBI:57380, eicosanoyl-CoA,25,0.001347,CCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CHEBI:59869, an L-alpha-amino acid,25,0.001347,*[C@H]([NH3+])C(=O)[O-]
CHEBI:77016," (4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoate",25,0.001347,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)[O-]
CHEBI:78346, D-ribose 5-phosphate,25,0.001347,O=P([O-])([O-])OC[C@H]1OC(O)[C@H](O)[C@@H]1O
CHEBI:83421,,25,0.001347,*N[C@@H](COP(=O)([O-])[O-])C(*)=O
CHEBI:11851, 3-methyl-2-oxobutanoate,24,0.001293,CC(C)C(=O)C(=O)[O-]
CHEBI:13705, acetoacetate,24,0.001293,CC(=O)CC(=O)[O-]
CHEBI:16004, (R)-lactate,24,0.001293,C[C@@H](O)C(=O)[O-]
CHEBI:16374,,24,0.001293,[H]C/C(C)=C/CC1=C(C)C(=O)c2ccccc2C1=O
CHEBI:30879, an alcohol,24,0.001293,*O
CHEBI:58190, phosphoethanolamine,24,0.001293,[NH3+]CCOP(=O)([O-])[O-]
CHEBI:58199, L-homocysteine,24,0.001293,[NH3+][C@@H](CCS)C(=O)[O-]
CHEBI:58272, (2R)-3-phosphoglycerate,24,0.001293,O=C([O-])[C@H](O)COP(=O)([O-])[O-]
CHEBI:58562," (5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate",24,0.001293,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)[O-]
CHEBI:64837,,24,0.001293,*N[C@@H](Cc1cncn1P(=O)([O-])[O-])C(*)=O
CHEBI:72999," 1,2-dihexadecanoyl-sn-glycero-3-phosphocholine",24,0.001293,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC
CHEBI:16236, ethanol,23,0.001239,CCO
CHEBI:16567, anthranilate,23,0.001239,Nc1ccccc1C(=O)[O-]
CHEBI:16708, adenine,23,0.001239,Nc1ncnc2[nH]cnc12
CHEBI:17968, butanoate,23,0.001239,CCCC(=O)[O-]
CHEBI:18151,,23,0.001239,[H]C/C(C)=C/Cc1c(C)c(O)c2ccccc2c1O
CHEBI:33542, thiosulfate,23,0.001239,O=S(=O)([O-])S
CHEBI:57907," (2E,6E,10E,14E)-geranylfarnesyl diphosphate",23,0.001239,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]
CHEBI:59888, 4-aminobutanoate,23,0.001239,[NH3+]CCCC(=O)[O-]
CHEBI:64683, a 1-acyl-sn-glycerol,23,0.001239,*C(=O)OC[C@@H](O)CO
CHEBI:76565, 2-aminoprop-2-enoate,23,0.001239,C=C([NH3+])C(=O)[O-]
CHEBI:15636," (6R)-5,10-methylene-5,6,7,8-tetrahydrofolate",22,0.001185,Nc1nc2c(c(=O)[nH]1)N1CN(c3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)C[C@H]1CN2
CHEBI:16422," androst-4-ene-3,17-dione",22,0.001185,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
CHEBI:16659, (R)-glycerate,22,0.001185,O=C([O-])[C@H](O)CO
CHEBI:17180, 3-hydroxypyruvate,22,0.001185,O=C([O-])C(=O)CO
CHEBI:17272, propanoate,22,0.001185,CCC(=O)[O-]
CHEBI:17568, uracil,22,0.001185,O=c1cc[nH]c(=O)[nH]1
CHEBI:28965, a dicarboxylate,22,0.001185,O=C([O-])*C(=O)[O-]
CHEBI:33190, 3-oxopropanoate,22,0.001185,O=CCC(=O)[O-]
CHEBI:35247, D-serine,22,0.001185,[NH3+][C@H](CO)C(=O)[O-]
CHEBI:37721, D-fructose,22,0.001185,OC[C@H]1OC(O)(CO)[C@@H](O)[C@@H]1O
CHEBI:57518, 1-hexadecanoyl-sn-glycero-3-phosphate,22,0.001185,CCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])[O-]
CHEBI:57967, ADP-D-ribose,22,0.001185,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]2OC(O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O
CHEBI:57970, a 1-acyl-sn-glycero-3-phosphate,22,0.001185,*C(=O)OC[C@@H](O)COP(=O)([O-])[O-]
CHEBI:58017, 5-phospho-alpha-D-ribose 1-diphosphate,22,0.001185,O=P([O-])([O-])OC[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])[O-])[C@H](O)[C@@H]1O
CHEBI:58053, IMP,22,0.001185,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O
CHEBI:58608," a 1,2-diacyl-sn-glycero-3-phosphate",22,0.001185,[1*]C(=O)OC[C@H](COP(=O)([O-])[O-])OC([2*])=O
CHEBI:60344, heme b,22,0.001185,C=CC1=C(C)C2=Cc3c(C=C)c(C)c4n3[Fe-2]35n6c(c(C)c(CCC(=O)[O-])c6=CC6=[N+]3C(=C4)C(C)=C6CCC(=O)[O-])=CC1=[N+]25
CHEBI:62620, hexanoyl-CoA,22,0.001185,CCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CHEBI:64124, (4R)-hydroxysphinganine,22,0.001185,CCCCCCCCCCCCCC[C@@H](O)[C@@H](O)[C@@H]([NH3+])CO
CHEBI:65052, tetracosanoyl-CoA,22,0.001185,CCCCCCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CHEBI:16335, adenosine,21,0.001132,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
CHEBI:17347, testosterone,21,0.001132,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O
CHEBI:17389, a 2-acylglycerol,21,0.001132,[1*]C(=O)OC(CO)CO
CHEBI:17750, glycine betaine,21,0.001132,C[N+](C)(C)CC(=O)[O-]
CHEBI:17775, urate,21,0.001132,O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1
CHEBI:17865, 4-methyl-2-oxopentanoate,21,0.001132,CC(C)CC(=O)C(=O)[O-]
CHEBI:18276, H2,21,0.001132,[H][H]
CHEBI:30762, salicylate,21,0.001132,O=C([O-])c1ccccc1O
CHEBI:36257, taurocholate,21,0.001132,C[C@H](CCC(=O)NCCS(=O)(=O)[O-])[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C
CHEBI:57332, (2E)-butenoyl-CoA,21,0.001132,C/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CHEBI:58720, D-glucuronate,21,0.001132,O=C([O-])[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
CHEBI:73004, 1-hexadecanoyl-sn-glycero-3-phosphoethanolamine,21,0.001132,CCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])OCC[NH3+]
CHEBI:83273, an N-acyl-sphingoid base,21,0.001132,[1*][C@@H](O)[C@H](CO)NC([2*])=O
CHEBI:136286, 9-hydroxy-octadecanoate,20,0.001078,CCCCCCCCCC(O)CCCCCCCC(=O)[O-]
CHEBI:138282,,20,0.001078,*O[C@H]1[C@@H](O)[C@H](*)O[C@@H]1COP(=O)([O-])[O-]
CHEBI:17596, inosine,20,0.001078,OC[C@H]1O[C@@H](n2cnc3c(O)ncnc32)[C@H](O)[C@@H]1O
CHEBI:36242, 3-(4-hydroxyphenyl)pyruvate,20,0.001078,O=C([O-])C(=O)Cc1ccc(O)cc1
CHEBI:4208, D-mannose,20,0.001078,OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O
CHEBI:46858,,20,0.001078,*N[C@@H](Cc1ccc(O)cc1)C(*)=O
CHEBI:57327, (S)-methylmalonyl-CoA,20,0.001078,C[C@@H](C(=O)[O-])C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CHEBI:57560, a long-chain fatty acid,20,0.001078,*C(=O)[O-]
CHEBI:60374," (2Z,6Z)-farnesyl diphosphate",20,0.001078,CC(C)=CCC/C(C)=C\CC/C(C)=C\COP(=O)([O-])OP(=O)([O-])[O-]
CHEBI:64716," a 1,2-diacyl-sn-glycero-3-phospho-(1'-sn-glycerol)",20,0.001078,*C(=O)OC[C@H](COP(=O)([O-])OC[C@@H](O)CO)OC(*)=O
CHEBI:133980,,19,0.001024,C[C@H](OP(=O)([O-])OC[C@@H](O)[C@@H](O)[C@@H](O)Cn1c2nc(=O)[n-]c(=O)c-2cc2ccc(O)cc21)C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-]
CHEBI:16609, 2-dehydro-D-glucose,19,0.001024,O=C1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O
CHEBI:16723, 4-methylsulfanyl-2-oxobutanoate,19,0.001024,CSCCC(=O)C(=O)[O-]
CHEBI:32387," (9Z,12Z,15Z)-octadecatrienoate",19,0.001024,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)[O-]
CHEBI:350546, serotonin,19,0.001024,[NH3+]CCc1c[nH]c2ccc(O)cc12
CHEBI:36234, chenodeoxycholate,19,0.001024,C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
CHEBI:47013, D-ribose,19,0.001024,OC[C@H]1OC(O)[C@H](O)[C@@H]1O
CHEBI:57634, beta-D-fructose 6-phosphate,19,0.001024,O=P([O-])([O-])OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O
CHEBI:58319, coenzyme M,19,0.001024,O=S(=O)([O-])CCS
CHEBI:58454, kynurenate,19,0.001024,O=C([O-])c1cc(O)c2ccccc2n1
CHEBI:58779, CDP-choline,19,0.001024,C[N+](C)(C)CCOP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O
CHEBI:61429, dGTP,19,0.001024,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O2)c(=O)[nH]1
CHEBI:61430, decanoyl-CoA,19,0.001024,CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CHEBI:61684, menaquinol-8,19,0.001024,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/Cc1c(C)c(O)c2ccccc2c1O
CHEBI:64496, 1-O-hexadecyl-sn-glycero-3-phosphocholine,19,0.001024,CCCCCCCCCCCCCCCCOC[C@@H](O)COP(=O)([O-])OCC[N+](C)(C)C
CHEBI:139511,,18,0.000970,C[C@H](OP(=O)([O-])OC[C@@H](O)[C@@H](O)[C@@H](O)CN1c2cc(O)ccc2Cc2c1[nH]c(=O)[nH]c2=O)C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-]
CHEBI:143890, sn-glycero-3-phosphoethanolamine,18,0.000970,[NH3+]CCOP(=O)([O-])OC[C@H](O)CO
CHEBI:15792, malonate,18,0.000970,O=C([O-])CC(=O)[O-]
CHEBI:162247," (2Z,6E)-farnesyl diphosphate",18,0.000970,CC(C)=CCC/C(C)=C/CC/C(C)=C\COP(=O)([O-])OP(=O)([O-])[O-]
CHEBI:17712, xanthine,18,0.000970,O=c1[nH]c(=O)c2nc[nH]c2[nH]1
CHEBI:18036, triphosphate,18,0.000970,O=P([O-])([O-])OP(=O)([O-])OP(=O)([O-])[O-]
CHEBI:29036, Cu(2+),18,0.000970,[Cu+2]
CHEBI:30854, (indol-3-yl)acetate,18,0.000970,O=C([O-])Cc1c[nH]c2ccccc12
CHEBI:32544, nicotinate,18,0.000970,O=C([O-])c1cccnc1
CHEBI:34779, glyoxal,18,0.000970,O=CC=O
CHEBI:44027, menaquinone-8,18,0.000970,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC1=C(C)C(=O)c2ccccc2C1=O
CHEBI:57504, L-dopa,18,0.000970,[NH3+][C@@H](Cc1ccc(O)c(O)c1)C(=O)[O-]
CHEBI:57743, L-citrulline,18,0.000970,NC(=O)NCCC[C@H]([NH3+])C(=O)[O-]
CHEBI:57930, a ribonucleoside 5'-diphosphate,18,0.000970,*[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O
CHEBI:63528, dTMP,18,0.000970,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)c(=O)[nH]c1=O
CHEBI:74443,,18,0.000970,*O[C@H]1[C@@H](O)[C@H](N2CCC(=O)NC2=O)O[C@@H]1COP(*)(=O)[O-]
CHEBI:74986," 1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine",18,0.000970,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C\CCCCCCCC
CHEBI:78483,,18,0.000970,*N[C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCCCCCCCCCCCCC)C(*)=O
CHEBI:83099,,18,0.000970,*N[C@@H](CCCCNC(=O)CCCC[C@@H]1CCSS1)C(*)=O
CHEBI:87305, (E)-feruloyl-CoA,18,0.000970,COc1cc(/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2OP(=O)([O-])[O-])ccc1O
CHEBI:15347, acetone,17,0.000916,CC(C)=O
CHEBI:16007, methanethiol,17,0.000916,CS
CHEBI:16150, benzoate,17,0.000916,O=C([O-])c1ccccc1
CHEBI:16469, 17beta-estradiol,17,0.000916,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O
CHEBI:17026, progesterone,17,0.000916,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
CHEBI:17071, glycolaldehyde,17,0.000916,O=CCO
CHEBI:17925, alpha-D-glucose,17,0.000916,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O
CHEBI:29103, K(+),17,0.000916,[K+]
CHEBI:30623, oxalate,17,0.000916,O=C([O-])C(=O)[O-]
CHEBI:47777," a 1,3-diacylglycerol",17,0.000916,[1*]C(=O)OCC(O)COC([2*])=O
CHEBI:49552, Cu(+),17,0.000916,[Cu+]
CHEBI:53753," 1,2,3-tri-(9Z-octadecenoyl)-glycerol",17,0.000916,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC
CHEBI:57286, acetoacetyl-CoA,17,0.000916,CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CHEBI:57433, sarcosine,17,0.000916,C[NH2+]CC(=O)[O-]
CHEBI:57706, succinate semialdehyde,17,0.000916,O=CCCC(=O)[O-]
CHEBI:58228, carbamoyl phosphate,17,0.000916,NC(=O)OP(=O)([O-])[O-]
CHEBI:58321, (S)-2-amino-6-oxohexanoate,17,0.000916,[NH3+][C@@H](CCCC=O)C(=O)[O-]
CHEBI:58389, trimethylamine,17,0.000916,C[NH+](C)C
CHEBI:60050, estrone 3-sulfate,17,0.000916,C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)[O-])cc4CC[C@H]3[C@@H]1CCC2=O
CHEBI:61963,,17,0.000916,*N[C@@H](CSS)C(*)=O
CHEBI:77288, a 1-O-(1Z-alkenyl)-sn-glycero-3-phosphoethanolamine,17,0.000916,*/C=C\OC[C@@H](O)COP(=O)([O-])OCC[NH3+]
CHEBI:85008, (E)-4-coumaroyl-CoA,17,0.000916,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/c1ccc(O)cc1
CHEBI:12876, (E)-4-coumarate,16,0.000862,O=C([O-])/C=C/c1ccc(O)cc1
CHEBI:138651,,16,0.000862,*N[C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(*)=O)C(*)=O
CHEBI:16235, guanine,16,0.000862,Nc1nc2[nH]cnc2c(=O)[nH]1
CHEBI:17169, benzaldehyde,16,0.000862,O=Cc1ccccc1
CHEBI:17245, CO,16,0.000862,[C-]#[O+]
CHEBI:17263, estrone,16,0.000862,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O
CHEBI:17615," a 1,2-diacyl-3-O-(beta-D-galactosyl)-sn-glycerol",16,0.000862,[1*]C(=O)OC[C@H](CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)OC([2*])=O
CHEBI:17640, indole-3-pyruvate,16,0.000862,O=C([O-])C(=O)Cc1c[nH]c2ccccc12
CHEBI:26833, sulfur,16,0.000862,[S]
CHEBI:29744, lithocholate,16,0.000862,C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
CHEBI:57673, dGMP,16,0.000862,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)c(=O)[nH]1
CHEBI:58539, L-dehydroascorbate,16,0.000862,O=C1O[C-]([C@@H](O)CO)C(=O)C1=O
CHEBI:58553, ent-copalyl diphosphate,16,0.000862,C=C1CC[C@@H]2C(C)(C)CCC[C@@]2(C)[C@@H]1CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]
CHEBI:59513, monodehydro-L-ascorbate radical,16,0.000862,[O]C1=C([O-])C(=O)O[C@@H]1[C@@H](O)CO
CHEBI:61404, dATP,16,0.000862,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O1
CHEBI:61682, ubiquinol-8,16,0.000862,COc1c(O)c(C)c(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)c(O)c1OC
CHEBI:74359, (2S)-2-aminobutanoate,16,0.000862,CC[C@H]([NH3+])C(=O)[O-]
CHEBI:83100,,16,0.000862,*N[C@@H](CCCCNC(=O)CCCC[C@@H](S)CCS)C(*)=O
CHEBI:83836, UDP-beta-L-rhamnose,16,0.000862,C[C@@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
CHEBI:87136, (E)-caffeoyl-CoA,16,0.000862,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/c1ccc(O)c(O)c1
CHEBI:15669, (E)-cinnamate,15,0.000808,O=C([O-])/C=C/c1ccccc1
CHEBI:15743, butanal,15,0.000808,CCCC=O
CHEBI:16125, hexadecan-1-ol,15,0.000808,CCCCCCCCCCCCCCCCO
CHEBI:16704, uridine,15,0.000808,O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1
CHEBI:17120, hexanoate,15,0.000808,CCCCCC(=O)[O-]
CHEBI:17153, propanal,15,0.000808,CCC=O
CHEBI:18035, a diacylglycerol,15,0.000808,*OCC(CO*)O*
CHEBI:18608," (6S)-5-methyl-5,6,7,8-tetrahydrofolate",15,0.000808,CN1c2c(nc(N)[nH]c2=O)NC[C@@H]1CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1
CHEBI:29749, (E)-ferulate,15,0.000808,COc1cc(/C=C/C(=O)[O-])ccc1O
CHEBI:32372, (9Z)-hexadecenoate,15,0.000808,CCCCCC/C=C\CCCCCCCC(=O)[O-]
